month,date,year,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,percent_4hr_target_achieved
202008,2020-08-01,2020,S92000003,S08000020,N101H,Emergency Department,4341,4341,NA,3881,3881,NA,1335,NA,15,NA,2859,NA,10,NA,122,NA,25,NA,1,NA,89.40336328035015
202008,2020-08-01,2020,S92000003,S08000020,N121H,Emergency Department,1178,1178,NA,1161,1161,NA,102,NA,0,NA,1070,NA,0,NA,6,NA,0,NA,0,NA,98.55687606112055
202008,2020-08-01,2020,S92000003,S08000020,N333H,Minor Injury Unit or Other,744,NA,z,744,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000020,N334H,Minor Injury Unit or Other,491,NA,z,491,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000020,N335H,Minor Injury Unit or Other,280,NA,z,278,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.28571428571429
202008,2020-08-01,2020,S92000003,S08000020,N411H,Emergency Department,2093,2093,NA,1961,1961,NA,510,NA,4,NA,1565,NA,8,NA,6,NA,9,NA,1,NA,93.69326325848066
202008,2020-08-01,2020,S92000003,S08000020,N432H,Minor Injury Unit or Other,2,NA,z,2,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000031,C206H,Minor Injury Unit or Other,1198,1198,NA,1172,1172,NA,116,NA,1,NA,998,NA,64,NA,19,NA,0,NA,0,NA,97.8297161936561
202008,2020-08-01,2020,S92000003,S08000031,C313H,Emergency Department,2276,2276,NA,2109,2109,NA,494,NA,4,NA,1691,NA,27,NA,60,NA,8,NA,0,NA,92.66256590509666
202008,2020-08-01,2020,S92000003,S08000031,C418H,Emergency Department,4654,4654,NA,4325,4325,NA,1260,NA,7,NA,3197,NA,97,NA,93,NA,39,NA,0,NA,92.93081220455522
202008,2020-08-01,2020,S92000003,S08000031,G107H,Emergency Department,6447,6447,NA,6136,6136,NA,2199,NA,12,NA,3930,NA,122,NA,184,NA,10,NA,0,NA,95.1760508763766
202008,2020-08-01,2020,S92000003,S08000031,G207H,Minor Injury Unit or Other,1817,1817,NA,1816,1816,NA,0,NA,0,NA,1638,NA,113,NA,66,NA,0,NA,0,NA,99.94496422674739
202008,2020-08-01,2020,S92000003,S08000031,G306H,Minor Injury Unit or Other,1932,1932,NA,1919,1919,NA,0,NA,2,NA,1842,NA,61,NA,27,NA,0,NA,0,NA,99.32712215320912
202008,2020-08-01,2020,S92000003,S08000031,G405H,Emergency Department,7395,7395,NA,6624,6624,NA,2677,NA,16,NA,4487,NA,60,NA,155,NA,28,NA,0,NA,89.57403651115618
202008,2020-08-01,2020,S92000003,S08000031,G513H,Emergency Department,3151,3151,NA,3094,3094,NA,697,NA,0,NA,2447,NA,1,NA,6,NA,0,NA,0,NA,98.19105046017137
202008,2020-08-01,2020,S92000003,S08000022,C106H,Minor Injury Unit or Other,537,NA,z,537,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,C108H,Minor Injury Unit or Other,98,NA,z,96,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.95918367346938
202008,2020-08-01,2020,S92000003,S08000022,C113H,Minor Injury Unit or Other,135,NA,z,135,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,C121H,Emergency Department,707,707,NA,693,693,NA,149,NA,0,NA,530,NA,11,NA,17,NA,0,NA,0,NA,98.01980198019803
202008,2020-08-01,2020,S92000003,S08000022,C122H,Minor Injury Unit or Other,445,NA,z,445,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,H101H,Minor Injury Unit or Other,7,NA,z,7,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,H103H,Emergency Department,704,704,NA,675,675,NA,128,NA,4,NA,549,NA,11,NA,12,NA,2,NA,0,NA,95.88068181818183
202008,2020-08-01,2020,S92000003,S08000022,H106H,Minor Injury Unit or Other,39,NA,z,39,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,H202H,Emergency Department,3160,3160,NA,2836,2836,NA,765,NA,5,NA,2217,NA,31,NA,142,NA,14,NA,1,NA,89.74683544303798
202008,2020-08-01,2020,S92000003,S08000022,H208H,Minor Injury Unit or Other,293,NA,z,293,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,H212H,Emergency Department,893,893,NA,844,844,NA,134,NA,1,NA,724,NA,22,NA,12,NA,1,NA,0,NA,94.51287793952967
202008,2020-08-01,2020,S92000003,S08000022,H214H,Minor Injury Unit or Other,387,NA,z,387,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,H215H,Minor Injury Unit or Other,112,NA,z,112,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,H224H,Minor Injury Unit or Other,343,NA,z,343,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,H227B,Minor Injury Unit or Other,89,NA,z,89,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000022,H227H,Minor Injury Unit or Other,127,NA,z,127,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000032,L106H,Emergency Department,5548,5548,NA,4804,4804,NA,1766,NA,1,NA,3663,NA,95,NA,23,NA,54,NA,5,NA,86.58976207642394
202008,2020-08-01,2020,S92000003,S08000032,L302H,Emergency Department,4998,4998,NA,4540,4540,NA,1329,NA,3,NA,3563,NA,95,NA,8,NA,36,NA,4,NA,90.83633453381353
202008,2020-08-01,2020,S92000003,S08000032,L308H,Emergency Department,6292,6292,NA,5567,5567,NA,1872,NA,7,NA,4324,NA,54,NA,35,NA,52,NA,1,NA,88.47743165924985
202008,2020-08-01,2020,S92000003,S08000024,S108H,Minor Injury Unit or Other,137,NA,z,137,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000024,S116H,Minor Injury Unit or Other,2937,2937,NA,2709,2709,NA,1088,NA,0,NA,1844,NA,4,NA,1,NA,6,NA,0,NA,92.23697650663942
202008,2020-08-01,2020,S92000003,S08000024,S308H,Emergency Department,4623,4623,NA,4372,4372,NA,875,NA,3,NA,3697,NA,42,NA,6,NA,17,NA,2,NA,94.5706251351936
202008,2020-08-01,2020,S92000003,S08000024,S314H,Emergency Department,9638,9638,NA,8536,8536,NA,3550,NA,8,NA,5930,NA,118,NA,32,NA,69,NA,8,NA,88.56609255032164
202008,2020-08-01,2020,S92000003,S08000024,S319H,Emergency Department,3801,3801,NA,3697,3697,NA,507,NA,0,NA,3145,NA,94,NA,55,NA,0,NA,0,NA,97.26387792686135
202008,2020-08-01,2020,S92000003,S08000025,R103H,Emergency Department,520,520,NA,513,513,NA,142,NA,0,NA,369,NA,5,NA,4,NA,0,NA,0,NA,98.65384615384616
202008,2020-08-01,2020,S92000003,S08000026,Z102H,Emergency Department,522,522,NA,514,514,NA,163,NA,0,NA,354,NA,2,NA,3,NA,0,NA,0,NA,98.46743295019157
202008,2020-08-01,2020,S92000003,S08000030,T101H,Emergency Department,4422,4422,NA,4175,4175,NA,1520,NA,2,NA,2662,NA,183,NA,55,NA,0,NA,0,NA,94.4142921754862
202008,2020-08-01,2020,S92000003,S08000030,T202H,Emergency Department,1954,1954,NA,1854,1854,NA,360,NA,0,NA,1349,NA,220,NA,25,NA,9,NA,1,NA,94.88229273285567
202008,2020-08-01,2020,S92000003,S08000030,T304H,Minor Injury Unit or Other,724,724,NA,724,724,NA,0,NA,1,NA,639,NA,80,NA,4,NA,0,NA,0,NA,100
202008,2020-08-01,2020,S92000003,S08000030,T319H,Minor Injury Unit or Other,324,324,NA,324,324,NA,0,NA,0,NA,311,NA,12,NA,1,NA,0,NA,0,NA,100
202008,2020-08-01,2020,S92000003,S08000028,W106H,Minor Injury Unit or Other,43,NA,z,43,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202008,2020-08-01,2020,S92000003,S08000028,W107H,Emergency Department,492,492,NA,483,483,NA,156,NA,0,NA,320,NA,6,NA,10,NA,0,NA,0,NA,98.17073170731707
202008,2020-08-01,2020,S92000003,S08000028,W108H,Minor Injury Unit or Other,129,129,NA,129,129,NA,11,NA,0,NA,115,NA,1,NA,2,NA,0,NA,0,NA,100
202009,2020-09-01,2020,S92000003,S08000015,A101H,Minor Injury Unit or Other,200,NA,z,192,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,96
202009,2020-09-01,2020,S92000003,S08000015,A110H,Minor Injury Unit or Other,44,NA,z,44,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000015,A111H,Emergency Department,5126,5126,NA,4567,4567,NA,1470,NA,9,NA,3353,NA,47,NA,247,NA,183,NA,81,NA,89.09481076863051
202009,2020-09-01,2020,S92000003,S08000015,A210H,Emergency Department,2741,2741,NA,2545,2545,NA,825,NA,5,NA,1818,NA,66,NA,27,NA,28,NA,6,NA,92.84932506384531
202009,2020-09-01,2020,S92000003,S08000015,A216H,Minor Injury Unit or Other,65,NA,z,65,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000016,B120H,Emergency Department,2493,2493,NA,2133,2133,NA,779,NA,3,NA,1651,NA,32,NA,28,NA,55,NA,21,NA,85.5595667870036
202009,2020-09-01,2020,S92000003,S08000017,Y144H,Emergency Department,937,937,NA,878,878,NA,90,NA,1,NA,772,NA,54,NA,20,NA,7,NA,1,NA,93.7033084311633
202009,2020-09-01,2020,S92000003,S08000017,Y146H,Emergency Department,2448,2448,NA,2304,2304,NA,798,NA,4,NA,1589,NA,20,NA,37,NA,4,NA,1,NA,94.11764705882352
202009,2020-09-01,2020,S92000003,S08000029,F704H,Emergency Department,4882,4882,NA,4643,4643,NA,1435,NA,3,NA,3345,NA,44,NA,55,NA,4,NA,0,NA,95.10446538303974
202009,2020-09-01,2020,S92000003,S08000029,F708H,Minor Injury Unit or Other,134,134,NA,133,133,NA,1,NA,0,NA,128,NA,2,NA,3,NA,0,NA,0,NA,99.25373134328358
202009,2020-09-01,2020,S92000003,S08000029,F709H,Minor Injury Unit or Other,285,285,NA,283,283,NA,4,NA,0,NA,273,NA,8,NA,0,NA,0,NA,0,NA,99.29824561403508
202009,2020-09-01,2020,S92000003,S08000029,F805H,Minor Injury Unit or Other,1488,1488,NA,1487,1487,NA,5,NA,0,NA,1370,NA,90,NA,23,NA,0,NA,0,NA,99.93279569892472
202009,2020-09-01,2020,S92000003,S08000019,V201H,Minor Injury Unit or Other,2081,2081,NA,2076,2076,NA,20,NA,0,NA,1900,NA,2,NA,159,NA,0,NA,0,NA,99.75973089860643
202009,2020-09-01,2020,S92000003,S08000019,V217H,Emergency Department,3979,3979,NA,3439,3439,NA,1370,NA,16,NA,2464,NA,24,NA,105,NA,18,NA,3,NA,86.42875094244785
202009,2020-09-01,2020,S92000003,S08000020,N101H,Emergency Department,4210,4210,NA,3755,3755,NA,1197,NA,8,NA,2816,NA,15,NA,174,NA,19,NA,2,NA,89.19239904988123
202009,2020-09-01,2020,S92000003,S08000020,N121H,Emergency Department,1243,1243,NA,1214,1214,NA,103,NA,1,NA,1135,NA,0,NA,4,NA,0,NA,0,NA,97.66693483507642
202009,2020-09-01,2020,S92000003,S08000020,N333H,Minor Injury Unit or Other,798,NA,z,798,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000020,N334H,Minor Injury Unit or Other,497,NA,z,497,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000020,N335H,Minor Injury Unit or Other,276,NA,z,273,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.91304347826086
202009,2020-09-01,2020,S92000003,S08000020,N411H,Emergency Department,1876,1876,NA,1781,1781,NA,464,NA,4,NA,1401,NA,2,NA,5,NA,2,NA,0,NA,94.9360341151386
202009,2020-09-01,2020,S92000003,S08000031,C206H,Minor Injury Unit or Other,1177,1177,NA,1162,1162,NA,110,NA,0,NA,1009,NA,48,NA,10,NA,1,NA,0,NA,98.72557349192863
202009,2020-09-01,2020,S92000003,S08000031,C313H,Emergency Department,2025,2025,NA,1889,1889,NA,442,NA,4,NA,1496,NA,39,NA,44,NA,5,NA,0,NA,93.28395061728395
202009,2020-09-01,2020,S92000003,S08000031,C418H,Emergency Department,4359,4359,NA,4018,4018,NA,1302,NA,5,NA,2889,NA,100,NA,63,NA,44,NA,2,NA,92.17710484055976
202009,2020-09-01,2020,S92000003,S08000031,G107H,Emergency Department,6152,6152,NA,5708,5708,NA,2121,NA,22,NA,3706,NA,116,NA,187,NA,13,NA,0,NA,92.78283485045513
202009,2020-09-01,2020,S92000003,S08000031,G207H,Minor Injury Unit or Other,1830,1830,NA,1830,1830,NA,1,NA,0,NA,1626,NA,131,NA,72,NA,0,NA,0,NA,100
202009,2020-09-01,2020,S92000003,S08000031,G306H,Minor Injury Unit or Other,1844,1844,NA,1837,1837,NA,2,NA,0,NA,1746,NA,52,NA,44,NA,0,NA,0,NA,99.62039045553145
202009,2020-09-01,2020,S92000003,S08000031,G405H,Emergency Department,6868,6868,NA,6162,6162,NA,2602,NA,23,NA,4091,NA,49,NA,103,NA,28,NA,0,NA,89.72044263249855
202009,2020-09-01,2020,S92000003,S08000031,G513H,Emergency Department,4228,4228,NA,4149,4149,NA,964,NA,2,NA,3251,NA,4,NA,7,NA,0,NA,0,NA,98.13150425733207
202009,2020-09-01,2020,S92000003,S08000022,C106H,Minor Injury Unit or Other,480,NA,z,479,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.79166666666667
202009,2020-09-01,2020,S92000003,S08000022,C108H,Minor Injury Unit or Other,66,NA,z,65,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.48484848484848
202009,2020-09-01,2020,S92000003,S08000022,C113H,Minor Injury Unit or Other,323,NA,z,323,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000022,C121H,Emergency Department,629,629,NA,605,605,NA,158,NA,0,NA,441,NA,17,NA,13,NA,3,NA,0,NA,96.18441971383149
202009,2020-09-01,2020,S92000003,S08000022,C122H,Minor Injury Unit or Other,372,NA,z,365,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.11827956989248
202009,2020-09-01,2020,S92000003,S08000022,H101H,Minor Injury Unit or Other,7,NA,z,7,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000022,H103H,Emergency Department,678,678,NA,635,635,NA,136,NA,1,NA,500,NA,29,NA,12,NA,6,NA,0,NA,93.65781710914455
202009,2020-09-01,2020,S92000003,S08000022,H106H,Minor Injury Unit or Other,22,NA,z,22,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000022,H202H,Emergency Department,2748,2748,NA,2486,2486,NA,746,NA,3,NA,1855,NA,22,NA,122,NA,7,NA,0,NA,90.46579330422125
202009,2020-09-01,2020,S92000003,S08000022,H208H,Minor Injury Unit or Other,172,NA,z,172,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000022,H212H,Emergency Department,632,632,NA,606,606,NA,119,NA,0,NA,487,NA,19,NA,7,NA,1,NA,0,NA,95.88607594936708
202009,2020-09-01,2020,S92000003,S08000022,H214H,Minor Injury Unit or Other,336,NA,z,335,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.70238095238095
202009,2020-09-01,2020,S92000003,S08000022,H215H,Minor Injury Unit or Other,72,NA,z,72,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000022,H224H,Minor Injury Unit or Other,291,NA,z,291,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000022,H227B,Minor Injury Unit or Other,58,NA,z,58,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000022,H227H,Minor Injury Unit or Other,139,NA,z,139,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000032,L106H,Emergency Department,5209,5209,NA,4456,4456,NA,1696,NA,4,NA,3393,NA,94,NA,22,NA,51,NA,6,NA,85.54425033595699
202009,2020-09-01,2020,S92000003,S08000032,L302H,Emergency Department,4839,4839,NA,4291,4291,NA,1391,NA,10,NA,3332,NA,91,NA,15,NA,35,NA,5,NA,88.67534614589792
202009,2020-09-01,2020,S92000003,S08000032,L308H,Emergency Department,5850,5850,NA,5206,5206,NA,1753,NA,5,NA,4016,NA,47,NA,29,NA,57,NA,11,NA,88.99145299145299
202009,2020-09-01,2020,S92000003,S08000024,S108H,Minor Injury Unit or Other,59,NA,z,59,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000024,S116H,Minor Injury Unit or Other,3068,3068,NA,2743,2743,NA,1160,NA,1,NA,1888,NA,5,NA,14,NA,25,NA,0,NA,89.40677966101694
202009,2020-09-01,2020,S92000003,S08000024,S308H,Emergency Department,4352,4352,NA,3996,3996,NA,885,NA,0,NA,3436,NA,28,NA,3,NA,32,NA,8,NA,91.81985294117648
202009,2020-09-01,2020,S92000003,S08000024,S314H,Emergency Department,9224,9224,NA,7925,7925,NA,3376,NA,4,NA,5696,NA,115,NA,33,NA,143,NA,31,NA,85.91717259323504
202009,2020-09-01,2020,S92000003,S08000024,S319H,Emergency Department,3767,3767,NA,3659,3659,NA,456,NA,0,NA,3112,NA,140,NA,59,NA,2,NA,0,NA,97.13299707990444
202009,2020-09-01,2020,S92000003,S08000025,R103H,Emergency Department,506,506,NA,499,499,NA,150,NA,0,NA,353,NA,0,NA,3,NA,0,NA,0,NA,98.61660079051383
202009,2020-09-01,2020,S92000003,S08000026,Z102H,Emergency Department,467,467,NA,460,460,NA,141,NA,0,NA,321,NA,1,NA,4,NA,0,NA,0,NA,98.50107066381156
202009,2020-09-01,2020,S92000003,S08000030,T101H,Emergency Department,4193,4193,NA,3946,3946,NA,1398,NA,1,NA,2561,NA,153,NA,80,NA,3,NA,0,NA,94.1092296684951
202009,2020-09-01,2020,S92000003,S08000030,T202H,Emergency Department,1844,1844,NA,1780,1780,NA,323,NA,0,NA,1304,NA,196,NA,21,NA,4,NA,0,NA,96.52928416485899
202009,2020-09-01,2020,S92000003,S08000030,T304H,Minor Injury Unit or Other,698,698,NA,698,698,NA,0,NA,0,NA,646,NA,52,NA,0,NA,0,NA,0,NA,100
202009,2020-09-01,2020,S92000003,S08000030,T319H,Minor Injury Unit or Other,334,334,NA,334,334,NA,0,NA,0,NA,329,NA,5,NA,0,NA,0,NA,0,NA,100
202009,2020-09-01,2020,S92000003,S08000028,W106H,Minor Injury Unit or Other,31,NA,z,31,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202009,2020-09-01,2020,S92000003,S08000028,W107H,Emergency Department,384,384,NA,374,374,NA,111,NA,0,NA,264,NA,1,NA,8,NA,0,NA,0,NA,97.39583333333334
202009,2020-09-01,2020,S92000003,S08000028,W108H,Minor Injury Unit or Other,94,94,NA,93,93,NA,6,NA,0,NA,87,NA,0,NA,1,NA,0,NA,0,NA,98.93617021276596
202010,2020-10-01,2020,S92000003,S08000015,A101H,Minor Injury Unit or Other,137,NA,z,134,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.8102189781022
202010,2020-10-01,2020,S92000003,S08000015,A110H,Minor Injury Unit or Other,50,NA,z,50,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202010,2020-10-01,2020,S92000003,S08000015,A111H,Emergency Department,4628,4628,NA,4025,4025,NA,1503,NA,12,NA,2874,NA,33,NA,206,NA,173,NA,74,NA,86.97061365600692
202010,2020-10-01,2020,S92000003,S08000015,A210H,Emergency Department,2515,2515,NA,2093,2093,NA,844,NA,7,NA,1554,NA,76,NA,34,NA,105,NA,36,NA,83.220675944334
202010,2020-10-01,2020,S92000003,S08000015,A216H,Minor Injury Unit or Other,46,NA,z,46,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202010,2020-10-01,2020,S92000003,S08000016,B120H,Emergency Department,2167,2167,NA,1924,1924,NA,725,NA,1,NA,1396,NA,35,NA,10,NA,14,NA,0,NA,88.7863405629903
202010,2020-10-01,2020,S92000003,S08000017,Y144H,Emergency Department,821,821,NA,768,768,NA,66,NA,0,NA,698,NA,45,NA,12,NA,8,NA,2,NA,93.54445797807551
202010,2020-10-01,2020,S92000003,S08000017,Y146H,Emergency Department,2319,2319,NA,2160,2160,NA,775,NA,7,NA,1480,NA,30,NA,27,NA,2,NA,0,NA,93.14359637774902
202010,2020-10-01,2020,S92000003,S08000029,F704H,Emergency Department,4612,4612,NA,4252,4252,NA,1492,NA,12,NA,3016,NA,40,NA,52,NA,4,NA,0,NA,92.19427580225499
202010,2020-10-01,2020,S92000003,S08000029,F708H,Minor Injury Unit or Other,117,117,NA,116,116,NA,0,NA,0,NA,111,NA,3,NA,3,NA,0,NA,0,NA,99.14529914529915
202010,2020-10-01,2020,S92000003,S08000029,F709H,Minor Injury Unit or Other,201,201,NA,201,201,NA,0,NA,0,NA,190,NA,10,NA,1,NA,0,NA,0,NA,100
202010,2020-10-01,2020,S92000003,S08000029,F805H,Minor Injury Unit or Other,1201,1201,NA,1200,1200,NA,9,NA,0,NA,1103,NA,77,NA,12,NA,1,NA,0,NA,99.91673605328893
202010,2020-10-01,2020,S92000003,S08000019,V201H,Minor Injury Unit or Other,1797,1797,NA,1794,1794,NA,11,NA,0,NA,1703,NA,11,NA,72,NA,0,NA,0,NA,99.8330550918197
202010,2020-10-01,2020,S92000003,S08000019,V217H,Emergency Department,3806,3806,NA,3472,3472,NA,1386,NA,9,NA,2336,NA,16,NA,59,NA,11,NA,1,NA,91.22438255386233
202010,2020-10-01,2020,S92000003,S08000020,N101H,Emergency Department,4081,4081,NA,3472,3472,NA,1278,NA,13,NA,2580,NA,10,NA,200,NA,38,NA,4,NA,85.07718696397941
202010,2020-10-01,2020,S92000003,S08000020,N121H,Emergency Department,970,970,NA,956,956,NA,99,NA,0,NA,866,NA,0,NA,5,NA,0,NA,0,NA,98.55670103092784
202010,2020-10-01,2020,S92000003,S08000020,N333H,Minor Injury Unit or Other,656,NA,z,656,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202010,2020-10-01,2020,S92000003,S08000020,N334H,Minor Injury Unit or Other,416,NA,z,414,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.51923076923077
202010,2020-10-01,2020,S92000003,S08000020,N335H,Minor Injury Unit or Other,219,NA,z,219,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202010,2020-10-01,2020,S92000003,S08000020,N411H,Emergency Department,1795,1795,NA,1599,1599,NA,491,NA,2,NA,1287,NA,13,NA,2,NA,20,NA,1,NA,89.08077994428969
202010,2020-10-01,2020,S92000003,S08000031,C206H,Minor Injury Unit or Other,997,997,NA,980,980,NA,100,NA,0,NA,853,NA,37,NA,7,NA,3,NA,0,NA,98.29488465396189
202010,2020-10-01,2020,S92000003,S08000031,C313H,Emergency Department,1991,1991,NA,1825,1825,NA,494,NA,1,NA,1426,NA,30,NA,40,NA,23,NA,1,NA,91.66248116524359
202010,2020-10-01,2020,S92000003,S08000031,C418H,Emergency Department,4098,4098,NA,3557,3557,NA,1277,NA,10,NA,2656,NA,94,NA,61,NA,82,NA,0,NA,86.7984382625671
202010,2020-10-01,2020,S92000003,S08000031,G107H,Emergency Department,5915,5915,NA,5001,5001,NA,1904,NA,18,NA,3691,NA,131,NA,171,NA,125,NA,13,NA,84.54775993237533
202010,2020-10-01,2020,S92000003,S08000031,G207H,Minor Injury Unit or Other,1206,1206,NA,1205,1205,NA,0,NA,0,NA,1110,NA,73,NA,23,NA,0,NA,0,NA,99.91708126036484
202010,2020-10-01,2020,S92000003,S08000031,G306H,Minor Injury Unit or Other,1619,1619,NA,1617,1617,NA,0,NA,1,NA,1552,NA,49,NA,17,NA,0,NA,0,NA,99.87646695491044
202010,2020-10-01,2020,S92000003,S08000031,G405H,Emergency Department,6631,6631,NA,5337,5337,NA,2574,NA,33,NA,3835,NA,57,NA,132,NA,173,NA,10,NA,80.4855979490273
202010,2020-10-01,2020,S92000003,S08000031,G513H,Emergency Department,3799,3799,NA,3755,3755,NA,977,NA,1,NA,2815,NA,2,NA,4,NA,0,NA,0,NA,98.84180047380889
202010,2020-10-01,2020,S92000003,S08000022,C106H,Minor Injury Unit or Other,480,NA,z,480,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202010,2020-10-01,2020,S92000003,S08000022,C108H,Minor Injury Unit or Other,76,NA,z,75,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.68421052631578
202010,2020-10-01,2020,S92000003,S08000022,C113H,Minor Injury Unit or Other,277,NA,z,277,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202010,2020-10-01,2020,S92000003,S08000022,C121H,Emergency Department,606,606,NA,579,579,NA,152,NA,2,NA,431,NA,14,NA,7,NA,3,NA,0,NA,95.54455445544554
202010,2020-10-01,2020,S92000003,S08000022,C122H,Minor Injury Unit or Other,464,NA,z,457,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.49137931034483
202010,2020-10-01,2020,S92000003,S08000022,H101H,Minor Injury Unit or Other,14,NA,z,14,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
202010,2020-10-01,2020,S92000003,S08000022,H103H,Emergency Department,590,590,NA,554,554,NA,142,NA,1,NA,412,NA,21,NA,14,NA,1,NA,0,NA,93.89830508474576
