WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20210815,S08000031,,Planned,,Cardiology,,43,57,-24.6
20210815,S08000031,,Planned,,Gynaecology,,77,91.5,-15.8
20210815,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,292,344.5,-15.2
20210815,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,397,453,-12.4
20210815,S08000031,,Planned,,Paediatrics (medical & surgical),,40,65,-38.5
20210815,S08000031,,Planned,,Paediatrics (medical),,33,47,-29.8
20210815,S08000031,,Planned,,Paediatrics (surgical),,7,18,-61.1
20210815,S08000031,,Planned,,Surgery,,527,665.5,-20.8
20210815,S08000032,,Planned,,All,d,206,223,-7.6
20210815,S08000032,,Planned,,Gynaecology,,7,14.5,-51.7
20210815,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,24,14,71.4
20210815,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,26,17,52.9
20210815,S08000032,,Planned,,Paediatrics (medical & surgical),,108,88.5,22
20210815,S08000032,,Planned,,Paediatrics (medical),,108,88.5,22
20210815,S08000032,,Planned,,Surgery,,64,103,-37.9
20210815,S92000003,d,Planned,,All,d,2620,3399.5,-22.9
20210815,S92000003,d,Planned,,Cancer,,114,122,-6.6
20210815,S92000003,d,Planned,,Cardiology,,117,138,-15.2
20210815,S92000003,d,Planned,,Community,,55,52,5.8
20210815,S92000003,d,Planned,,Gynaecology,,164,218,-24.8
20210815,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,548,788,-30.5
20210815,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,779,1048,-25.7
20210815,S92000003,d,Planned,,Paediatrics (medical & surgical),,263,246.5,6.7
20210815,S92000003,d,Planned,,Paediatrics (medical),,245,215,14
20210815,S92000003,d,Planned,,Paediatrics (surgical),,18,31.5,-42.9
20210815,S92000003,d,Planned,,Surgery,,1356,1825.5,-25.7
20210822,S08000015,,Planned,,All,d,54,106.5,-49.3
20210822,S08000015,,Planned,,Medical (excl. Cardiology & Cancer),,7,7.5,-6.7
20210822,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,11,10.5,4.8
20210822,S08000015,,Planned,,Surgery,,40,89,-55.1
20210822,S08000016,,Planned,,All,d,28,42.5,-34.1
20210822,S08000016,,Planned,,Community,,15,12,25
20210822,S08000016,,Planned,,Surgery,,10,23,-56.5
20210822,S08000017,,Planned,,All,d,60,84,-28.6
20210822,S08000017,,Planned,,Cardiology,,5,5,0
20210822,S08000017,,Planned,,Community,,12,10,20
20210822,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,19,23,-17.4
20210822,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,24,28,-14.3
20210822,S08000017,,Planned,,Paediatrics (medical & surgical),,6,4.5,33.3
20210822,S08000017,,Planned,,Paediatrics (medical),,6,4.5,33.3
20210822,S08000017,,Planned,,Surgery,,16,37.5,-57.3
20210822,S08000019,,Planned,,All,d,146,228.5,-36.1
20210822,S08000019,,Planned,,Gynaecology,,6,10.5,-42.9
20210822,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,47,122,-61.5
20210822,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,50,127,-60.6
20210822,S08000019,,Planned,,Paediatrics (medical & surgical),,35,9,288.9
20210822,S08000019,,Planned,,Paediatrics (medical),,35,9,288.9
20210822,S08000019,,Planned,,Surgery,,55,79,-30.4
20210822,S08000020,,Planned,,All,d,204,356.5,-42.8
20210822,S08000020,,Planned,,Cancer,,5,10.5,-52.4
20210822,S08000020,,Planned,,Gynaecology,,7,22.5,-68.9
20210822,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,30,64.5,-53.5
20210822,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,37,80.5,-54
20210822,S08000020,,Planned,,Surgery,,155,236,-34.3
20210822,S08000022,,Planned,,All,d,128,192,-33.3
20210822,S08000022,,Planned,,Community,,17,14.5,17.2
20210822,S08000022,,Planned,,Gynaecology,,7,11,-36.4
20210822,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,33,39,-15.4
20210822,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,36,47,-23.4
20210822,S08000022,,Planned,,Paediatrics (medical & surgical),,11,5,120
20210822,S08000022,,Planned,,Paediatrics (medical),,11,5,120
20210822,S08000022,,Planned,,Surgery,,57,114.5,-50.2
20210822,S08000024,,Planned,,All,d,448,544,-17.6
20210822,S08000024,,Planned,,Cancer,,42,40.5,3.7
20210822,S08000024,,Planned,,Cardiology,,23,40.5,-43.2
20210822,S08000024,,Planned,,Gynaecology,,25,29.5,-15.3
20210822,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,73,96.5,-24.4
20210822,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,138,177.5,-22.3
20210822,S08000024,,Planned,,Paediatrics (medical & surgical),,26,18,44.4
20210822,S08000024,,Planned,,Paediatrics (medical),,20,13.5,48.1
20210822,S08000024,,Planned,,Paediatrics (surgical),,6,4.5,33.3
20210822,S08000024,,Planned,,Surgery,,252,317.5,-20.6
20210822,S08000025,,Planned,,All,d,5,7.5,-33.3
20210822,S08000028,,Planned,,All,d,20,15,33.3
20210822,S08000028,,Planned,,Cancer,,5,0,8000
20210822,S08000028,,Planned,,Medical (excl. Cardiology & Cancer),,5,2,150
20210822,S08000028,,Planned,,Medical (incl. Cardiology & Cancer),,10,2,400
20210822,S08000028,,Planned,,Surgery,,7,7,0
20210822,S08000029,,Planned,,All,d,90,119,-24.4
20210822,S08000029,,Planned,,Gynaecology,,7,12,-41.7
20210822,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,9,10.5,-14.3
20210822,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,13,13.5,-3.7
20210822,S08000029,,Planned,,Surgery,,65,78,-16.7
20210822,S08000030,,Planned,,All,d,208,244.5,-14.9
20210822,S08000030,,Planned,,Cardiology,,9,10.5,-14.3
20210822,S08000030,,Planned,,Gynaecology,,14,20,-30
20210822,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,39,28.5,36.8
20210822,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,50,46,8.7
20210822,S08000030,,Planned,,Paediatrics (medical & surgical),,31,21,47.6
20210822,S08000030,,Planned,,Paediatrics (medical),,30,20,50
20210822,S08000030,,Planned,,Surgery,,112,156.5,-28.4
20210822,S08000031,,Planned,,All,d,1119,1301,-14
20210822,S08000031,,Planned,,Cancer,,61,54,13
20210822,S08000031,,Planned,,Cardiology,,43,58,-25.9
20210822,S08000031,,Planned,,Gynaecology,,82,103.5,-20.8
20210822,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,300,331,-9.4
20210822,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,404,443,-8.8
20210822,S08000031,,Planned,,Paediatrics (medical & surgical),,41,64.5,-36.4
20210822,S08000031,,Planned,,Paediatrics (medical),,34,46,-26.1
20210822,S08000031,,Planned,,Paediatrics (surgical),,7,18.5,-62.2
20210822,S08000031,,Planned,,Surgery,,588,687,-14.4
20210822,S08000032,,Planned,,All,d,185,244.5,-24.3
20210822,S08000032,,Planned,,Gynaecology,,5,17,-70.6
20210822,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,29,16,81.2
20210822,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,31,19.5,59
20210822,S08000032,,Planned,,Paediatrics (medical & surgical),,86,93.5,-8
20210822,S08000032,,Planned,,Paediatrics (medical),,86,92.5,-7
20210822,S08000032,,Planned,,Surgery,,63,114.5,-45
20210822,S92000003,d,Planned,,Accident & Emergency,,5,7,-28.6
20210822,S92000003,d,Planned,,All,d,2699,3492,-22.7
20210822,S92000003,d,Planned,,Cancer,,117,118.5,-1.3
20210822,S92000003,d,Planned,,Cardiology,,97,137,-29.2
20210822,S92000003,d,Planned,,Community,,56,50,12
20210822,S92000003,d,Planned,,Gynaecology,,156,231,-32.5
20210822,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,599,752,-20.3
20210822,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,813,1007.5,-19.3
20210822,S92000003,d,Planned,,Paediatrics (medical & surgical),,245,246,-0.4
20210822,S92000003,d,Planned,,Paediatrics (medical),,229,215,6.5
20210822,S92000003,d,Planned,,Paediatrics (surgical),,16,31,-48.4
20210822,S92000003,d,Planned,,Surgery,,1421,1947.5,-27
20210829,S08000015,,Planned,,All,d,50,103.5,-51.7
20210829,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,6,13,-53.8
20210829,S08000015,,Planned,,Paediatrics (medical & surgical),,5,3.5,42.9
20210829,S08000015,,Planned,,Paediatrics (medical),,5,3.5,42.9
20210829,S08000015,,Planned,,Surgery,,39,87,-55.2
20210829,S08000016,,Planned,,All,d,27,44.5,-39.3
20210829,S08000016,,Planned,,Community,,18,12,50
20210829,S08000016,,Planned,,Surgery,,5,26.5,-81.1
20210829,S08000017,,Planned,,All,d,44,83.5,-47.3
20210829,S08000017,,Planned,,Community,,11,9,22.2
20210829,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,13,23,-43.5
20210829,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,15,26.5,-43.4
20210829,S08000017,,Planned,,Surgery,,13,40.5,-67.9
20210829,S08000019,,Planned,,All,d,98,270.5,-63.8
20210829,S08000019,,Planned,,Cardiology,,6,4,50
20210829,S08000019,,Planned,,Gynaecology,,6,6,0
20210829,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,28,156,-82.1
20210829,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,34,160,-78.8
20210829,S08000019,,Planned,,Paediatrics (medical & surgical),,26,13,100
20210829,S08000019,,Planned,,Paediatrics (medical),,26,13,100
20210829,S08000019,,Planned,,Surgery,,32,90,-64.4
20210829,S08000020,,Planned,,All,d,207,330.5,-37.4
20210829,S08000020,,Planned,,Cancer,,13,11,18.2
20210829,S08000020,,Planned,,Gynaecology,,10,19.5,-48.7
20210829,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,31,46.5,-33.3
20210829,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,48,67,-28.4
20210829,S08000020,,Planned,,Surgery,,144,232.5,-38.1
20210829,S08000022,,Planned,,All,d,139,190,-26.8
20210829,S08000022,,Planned,,Community,,15,17,-11.8
20210829,S08000022,,Planned,,Gynaecology,,12,7.5,60
20210829,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,44,33.5,31.3
20210829,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,51,51.5,-1
20210829,S08000022,,Planned,,Paediatrics (medical & surgical),,10,5,100
20210829,S08000022,,Planned,,Paediatrics (medical),,10,5,100
20210829,S08000022,,Planned,,Surgery,,47,109,-56.9
20210829,S08000024,,Planned,,All,d,436,559.5,-22.1
20210829,S08000024,,Planned,,Cancer,,42,35,20
20210829,S08000024,,Planned,,Cardiology,,34,38,-10.5
20210829,S08000024,,Planned,,Gynaecology,,32,35,-8.6
20210829,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,73,103,-29.1
20210829,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,149,176,-15.3
20210829,S08000024,,Planned,,Paediatrics (medical & surgical),,21,18.5,13.5
20210829,S08000024,,Planned,,Paediatrics (medical),,16,12,33.3
20210829,S08000024,,Planned,,Paediatrics (surgical),,5,6.5,-23.1
20210829,S08000024,,Planned,,Surgery,,232,329,-29.5
20210829,S08000028,,Planned,,All,d,14,19.5,-28.2
20210829,S08000028,,Planned,,Surgery,,10,14.5,-31
20210829,S08000029,,Planned,,All,d,88,135,-34.8
20210829,S08000029,,Planned,,Gynaecology,,10,14,-28.6
20210829,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,11,18,-38.9
20210829,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,12,22,-45.5
20210829,S08000029,,Planned,,Surgery,,62,82,-24.4
20210829,S08000030,,Planned,,All,d,217,277,-21.7
20210829,S08000030,,Planned,,Cancer,,7,6.5,7.7
20210829,S08000030,,Planned,,Cardiology,,9,13.5,-33.3
20210829,S08000030,,Planned,,Gynaecology,,15,27,-44.4
20210829,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,33,42,-21.4
20210829,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,49,62,-21
20210829,S08000030,,Planned,,Paediatrics (medical & surgical),,29,22.5,28.9
20210829,S08000030,,Planned,,Paediatrics (medical),,28,20,40
20210829,S08000030,,Planned,,Surgery,,122,162,-24.7
20210829,S08000031,,Planned,,All,d,950,1377.5,-31
20210829,S08000031,,Planned,,Cancer,,48,67.5,-28.9
20210829,S08000031,,Planned,,Cardiology,,33,57.5,-42.6
20210829,S08000031,,Planned,,Gynaecology,,71,100,-29
20210829,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,246,342.5,-28.2
20210829,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,327,467.5,-30.1
20210829,S08000031,,Planned,,Paediatrics (medical & surgical),,44,68.5,-35.8
20210829,S08000031,,Planned,,Paediatrics (medical),,32,51,-37.3
20210829,S08000031,,Planned,,Paediatrics (surgical),,12,17.5,-31.4
20210829,S08000031,,Planned,,Surgery,,507,737,-31.2
20210829,S08000032,,Planned,,All,d,198,271,-26.9
20210829,S08000032,,Planned,,Cardiology,,5,0.5,900
20210829,S08000032,,Planned,,Gynaecology,,5,20,-75
20210829,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,29,17.5,65.7
20210829,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,34,18,88.9
20210829,S08000032,,Planned,,Paediatrics (medical & surgical),,87,99.5,-12.6
20210829,S08000032,,Planned,,Paediatrics (medical),,87,99.5,-12.6
20210829,S08000032,,Planned,,Surgery,,72,133.5,-46.1
20210829,S92000003,d,Planned,,All,d,2474,3676.5,-32.7
20210829,S92000003,d,Planned,,Cancer,,113,130,-13.1
20210829,S92000003,d,Planned,,Cardiology,,100,142.5,-29.8
20210829,S92000003,d,Planned,,Community,,52,52,0
20210829,S92000003,d,Planned,,Gynaecology,,164,232.5,-29.5
20210829,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,518,806.5,-35.8
20210829,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,731,1079,-32.3
20210829,S92000003,d,Planned,,Paediatrics (medical & surgical),,230,255.5,-10
20210829,S92000003,d,Planned,,Paediatrics (medical),,209,224.5,-6.9
20210829,S92000003,d,Planned,,Paediatrics (surgical),,21,31,-32.3
20210829,S92000003,d,Planned,,Surgery,,1289,2050,-37.1
20210905,S08000015,,Planned,,All,d,56,103.5,-45.9
20210905,S08000015,,Planned,,Cardiology,,5,5,0
20210905,S08000015,,Planned,,Medical (excl. Cardiology & Cancer),,9,6,50
20210905,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,14,11,27.3
20210905,S08000015,,Planned,,Surgery,,39,87.5,-55.4
20210905,S08000016,,Planned,,All,d,30,40,-25
20210905,S08000016,,Planned,,Community,,19,9.5,100
20210905,S08000016,,Planned,,Surgery,,8,23.5,-66
20210905,S08000017,,Planned,,All,d,52,66.5,-21.8
20210905,S08000017,,Planned,,Community,,9,10,-10
20210905,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,14,16,-12.5
20210905,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,17,21.5,-20.9
20210905,S08000017,,Planned,,Paediatrics (medical & surgical),,5,6.5,-23.1
20210905,S08000017,,Planned,,Paediatrics (medical),,5,6.5,-23.1
20210905,S08000017,,Planned,,Surgery,,21,27.5,-23.6
20210905,S08000019,,Planned,,All,d,135,225,-40
20210905,S08000019,,Planned,,Gynaecology,,9,14.5,-37.9
20210905,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,48,111.5,-57
20210905,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,50,118.5,-57.8
20210905,S08000019,,Planned,,Paediatrics (medical & surgical),,17,13,30.8
20210905,S08000019,,Planned,,Paediatrics (medical),,17,13,30.8
20210905,S08000019,,Planned,,Surgery,,56,78.5,-28.7
20210905,S08000020,,Planned,,All,d,221,345.5,-36
20210905,S08000020,,Planned,,Cancer,,8,9,-11.1
20210905,S08000020,,Planned,,Community,,6,5,20
20210905,S08000020,,Planned,,Gynaecology,,14,18,-22.2
20210905,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,29,64,-54.7
20210905,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,37,77.5,-52.3
20210905,S08000020,,Planned,,Surgery,,163,229,-28.8
20210905,S08000022,,Planned,,All,d,125,182.5,-31.5
20210905,S08000022,,Planned,,Cardiology,,5,5,0
20210905,S08000022,,Planned,,Community,,26,24,8.3
20210905,S08000022,,Planned,,Gynaecology,,6,6.5,-7.7
20210905,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,27,36,-25
20210905,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,35,45.5,-23.1
20210905,S08000022,,Planned,,Surgery,,54,102,-47.1
20210905,S08000024,,Planned,,All,d,454,543,-16.4
20210905,S08000024,,Planned,,Cancer,,47,41,14.6
20210905,S08000024,,Planned,,Cardiology,,35,35.5,-1.4
20210905,S08000024,,Planned,,Gynaecology,,27,30,-10
20210905,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,81,89.5,-9.5
20210905,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,163,166,-1.8
20210905,S08000024,,Planned,,Paediatrics (medical & surgical),,18,19.5,-7.7
20210905,S08000024,,Planned,,Paediatrics (medical),,11,13,-15.4
20210905,S08000024,,Planned,,Paediatrics (surgical),,7,6.5,7.7
20210905,S08000024,,Planned,,Surgery,,245,326,-24.8
20210905,S08000028,,Planned,,All,d,11,15,-26.7
20210905,S08000028,,Planned,,Surgery,,8,5.5,45.5
20210905,S08000029,,Planned,,All,d,89,141,-36.9
20210905,S08000029,,Planned,,Gynaecology,,9,13,-30.8
20210905,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,14,18,-22.2
20210905,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,15,20.5,-26.8
20210905,S08000029,,Planned,,Surgery,,65,87.5,-25.7
20210905,S08000030,,Planned,,All,d,232,298,-22.1
20210905,S08000030,,Planned,,Cancer,,5,6,-16.7
20210905,S08000030,,Planned,,Cardiology,,13,10.5,23.8
20210905,S08000030,,Planned,,Gynaecology,,14,28.5,-50.9
20210905,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,28,46,-39.1
20210905,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,46,62.5,-26.4
20210905,S08000030,,Planned,,Paediatrics (medical & surgical),,37,29,27.6
20210905,S08000030,,Planned,,Paediatrics (medical),,36,25,44
20210905,S08000030,,Planned,,Surgery,,134,174.5,-23.2
20210905,S08000031,,Planned,,All,d,892,1384,-35.5
20210905,S08000031,,Planned,,Cancer,,47,61,-23
20210905,S08000031,,Planned,,Cardiology,,37,53.5,-30.8
20210905,S08000031,,Planned,,Gynaecology,,43,109.5,-60.7
20210905,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,278,364.5,-23.7
20210905,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,362,479,-24.4
20210905,S08000031,,Planned,,Paediatrics (medical & surgical),,47,65.5,-28.2
20210905,S08000031,,Planned,,Paediatrics (medical),,35,43.5,-19.5
20210905,S08000031,,Planned,,Paediatrics (surgical),,12,22,-45.5
20210905,S08000031,,Planned,,Surgery,,438,727,-39.8
20210905,S08000032,,Planned,,All,d,137,251,-45.4
20210905,S08000032,,Planned,,Gynaecology,,5,20.5,-75.6
20210905,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,6,16.5,-63.6
20210905,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,9,17,-47.1
20210905,S08000032,,Planned,,Paediatrics (medical & surgical),,91,99.5,-8.5
20210905,S08000032,,Planned,,Paediatrics (medical),,91,97.5,-6.7
20210905,S08000032,,Planned,,Surgery,,32,114,-71.9
20210905,S92000003,d,Planned,,All,d,2440,3605.5,-32.3
20210905,S92000003,d,Planned,,Cancer,,110,121.5,-9.5
20210905,S92000003,d,Planned,,Cardiology,,106,130,-18.5
20210905,S92000003,d,Planned,,Community,,62,60,3.3
20210905,S92000003,d,Planned,,Gynaecology,,128,243.5,-47.4
20210905,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,539,780.5,-30.9
20210905,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,755,1032,-26.8
20210905,S92000003,d,Planned,,Paediatrics (medical & surgical),,222,273,-18.7
20210905,S92000003,d,Planned,,Paediatrics (medical),,202,234.5,-13.9
20210905,S92000003,d,Planned,,Paediatrics (surgical),,20,38.5,-48.1
20210905,S92000003,d,Planned,,Surgery,,1267,1990,-36.3
20210912,S08000015,,Planned,,All,d,34,89,-61.8
20210912,S08000015,,Planned,,Medical (excl. Cardiology & Cancer),,6,6.5,-7.7
20210912,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,8,11.5,-30.4
20210912,S08000015,,Planned,,Paediatrics (medical & surgical),,6,8.5,-29.4
20210912,S08000015,,Planned,,Paediatrics (medical),,6,8.5,-29.4
20210912,S08000015,,Planned,,Surgery,,20,69,-71
20210912,S08000016,,Planned,,All,d,24,46,-47.8
20210912,S08000016,,Planned,,Community,,10,14.5,-31
20210912,S08000016,,Planned,,Surgery,,11,23.5,-53.2
20210912,S08000017,,Planned,,All,d,47,61,-23
20210912,S08000017,,Planned,,Community,,8,6,33.3
20210912,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,18,20.5,-12.2
20210912,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,20,23.5,-14.9
20210912,S08000017,,Planned,,Surgery,,12,25.5,-52.9
20210912,S08000019,,Planned,,All,d,151,226.5,-33.3
20210912,S08000019,,Planned,,Gynaecology,,7,10,-30
20210912,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,75,129.5,-42.1
20210912,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,79,135.5,-41.7
20210912,S08000019,,Planned,,Paediatrics (medical & surgical),,25,6,316.7
20210912,S08000019,,Planned,,Paediatrics (medical),,25,5.5,354.5
20210912,S08000019,,Planned,,Surgery,,38,74.5,-49
20210912,S08000020,,Planned,,All,d,199,345.5,-42.4
20210912,S08000020,,Planned,,Cancer,,6,5,20
20210912,S08000020,,Planned,,Community,,5,4,25
20210912,S08000020,,Planned,,Gynaecology,,18,26,-30.8
20210912,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,23,71,-67.6
20210912,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,32,82.5,-61.2
20210912,S08000020,,Planned,,Paediatrics (medical & surgical),,6,13.5,-55.6
20210912,S08000020,,Planned,,Surgery,,138,217.5,-36.6
20210912,S08000022,,Planned,,All,d,132,191.5,-31.1
20210912,S08000022,,Planned,,Community,,17,15,13.3
20210912,S08000022,,Planned,,Gynaecology,,12,6.5,84.6
20210912,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,32,47,-31.9
20210912,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,37,58,-36.2
20210912,S08000022,,Planned,,Surgery,,64,105,-39
20210912,S08000024,,Planned,,Accident & Emergency,,5,1,400
20210912,S08000024,,Planned,,All,d,431,579.5,-25.6
20210912,S08000024,,Planned,,Cancer,,41,44,-6.8
20210912,S08000024,,Planned,,Cardiology,,35,39,-10.3
20210912,S08000024,,Planned,,Gynaecology,,25,37.5,-33.3
20210912,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,64,102,-37.3
20210912,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,140,185,-24.3
20210912,S08000024,,Planned,,Paediatrics (medical & surgical),,22,22,0
20210912,S08000024,,Planned,,Paediatrics (medical),,18,14,28.6
20210912,S08000024,,Planned,,Surgery,,237,333.5,-28.9
20210912,S08000028,,Planned,,All,d,8,11,-27.3
20210912,S08000029,,Planned,,All,d,102,132.5,-23
20210912,S08000029,,Planned,,Community,,5,2.5,100
20210912,S08000029,,Planned,,Gynaecology,,8,11,-27.3
20210912,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,23,12.5,84
20210912,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,24,17,41.2
20210912,S08000029,,Planned,,Surgery,,61,91,-33
20210912,S08000030,,Planned,,Accident & Emergency,,9,0,8000
20210912,S08000030,,Planned,,All,d,249,272,-8.5
20210912,S08000030,,Planned,,Cancer,,8,4,100
20210912,S08000030,,Planned,,Cardiology,,8,7.5,6.7
20210912,S08000030,,Planned,,Gynaecology,,10,21.5,-53.5
20210912,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,43,49,-12.2
20210912,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,59,60.5,-2.5
20210912,S08000030,,Planned,,Paediatrics (medical & surgical),,46,22.5,104.4
20210912,S08000030,,Planned,,Paediatrics (medical),,46,20.5,124.4
20210912,S08000030,,Planned,,Surgery,,122,164,-25.6
20210912,S08000031,,Planned,,All,d,775,1428.5,-45.7
20210912,S08000031,,Planned,,Cancer,,49,60,-18.3
20210912,S08000031,,Planned,,Cardiology,,25,52,-51.9
20210912,S08000031,,Planned,,Gynaecology,,37,119.5,-69
20210912,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,234,350.5,-33.2
20210912,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,308,462.5,-33.4
20210912,S08000031,,Planned,,Paediatrics (medical & surgical),,55,73,-24.7
20210912,S08000031,,Planned,,Paediatrics (medical),,45,53.5,-15.9
20210912,S08000031,,Planned,,Paediatrics (surgical),,10,19.5,-48.7
20210912,S08000031,,Planned,,Surgery,,374,770.5,-51.5
20210912,S08000032,,Planned,,All,d,170,224.5,-24.3
20210912,S08000032,,Planned,,Gynaecology,,7,14.5,-51.7
20210912,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,19,15.5,22.6
20210912,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,21,17.5,20
20210912,S08000032,,Planned,,Paediatrics (medical & surgical),,101,87.5,15.4
20210912,S08000032,,Planned,,Paediatrics (medical),,101,87.5,15.4
20210912,S08000032,,Planned,,Surgery,,41,105,-61
20210912,S92000003,d,Planned,,Accident & Emergency,,16,4.5,255.6
20210912,S92000003,d,Planned,,All,d,2323,3614.5,-35.7
20210912,S92000003,d,Planned,,Cancer,,107,121.5,-11.9
20210912,S92000003,d,Planned,,Cardiology,,85,128.5,-33.9
20210912,S92000003,d,Planned,,Community,,51,46.5,9.7
20210912,S92000003,d,Planned,,Gynaecology,,127,247.5,-48.7
20210912,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,543,814,-33.3
20210912,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,735,1064,-30.9
20210912,S92000003,d,Planned,,Paediatrics (medical & surgical),,271,256.5,5.7
20210912,S92000003,d,Planned,,Paediatrics (medical),,255,220,15.9
20210912,S92000003,d,Planned,,Paediatrics (surgical),,16,36.5,-56.2
20210912,S92000003,d,Planned,,Surgery,,1121,1991,-43.7
20210919,S08000015,,Planned,,All,d,38,102.5,-62.9
20210919,S08000015,,Planned,,Medical (excl. Cardiology & Cancer),,7,5.5,27.3
20210919,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,10,8,25
20210919,S08000015,,Planned,,Paediatrics (medical & surgical),,8,9.5,-15.8
20210919,S08000015,,Planned,,Paediatrics (medical),,8,9.5,-15.8
20210919,S08000015,,Planned,,Surgery,,20,85,-76.5
