quarter,quarter_qf,hb,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beddays,all_staffed_beddays_qf,total_occupied_beddays,total_occupied_beddays_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf
2018Q4,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,4334,NA,3776,NA,47.108695652173935,NA,41.04347826086957,NA,87.12505768343333,NA
2019Q1,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,4251,NA,3667,NA,47.23333333333334,NA,40.744444444444454,NA,86.26205598682665,NA
2019Q2,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,4197,NA,3433,NA,46.12087912087913,NA,37.72527472527472,NA,81.79652132475579,NA
2019Q3,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3768,NA,3621,NA,40.95652173913045,NA,39.35869565217393,NA,96.0987261146497,NA
2019Q4,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3720,NA,3564,NA,40.434782608695656,NA,38.739130434782616,NA,95.80645161290326,NA
2020Q1,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3848,NA,3661,NA,42.2857142857143,NA,40.23076923076923,NA,95.14033264033266,NA
2020Q2,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3866,NA,3539,NA,42.48351648351649,NA,38.8901098901099,NA,91.54164511122607,NA
2020Q3,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3698,NA,3436,NA,40.195652173913054,NA,37.34782608695652,NA,92.91508923742566,NA
2020Q4,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3821,NA,3544,NA,41.53260869565218,NA,38.52173913043479,NA,92.75058885108612,NA
2021Q1,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3705,NA,3383,NA,41.166666666666664,NA,37.588888888888896,NA,91.30904183535766,NA
2021Q2,NA,S08000024,NA,S308H,NA,NA,z,Learning Disability Grouping,d,8,NA,8,NA,0.08791208791208795,NA,0.08791208791208795,NA,100,NA
2021Q2,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3800,NA,3457,NA,41.758241758241766,NA,37.98901098901099,NA,90.97368421052632,NA
2021Q3,NA,S08000024,NA,S308H,NA,NA,z,Learning Disability Grouping,d,99,NA,99,NA,1.0760869565217392,NA,1.0760869565217392,NA,100,NA
2021Q3,NA,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3874,NA,3416,NA,42.10869565217393,NA,37.1304347826087,NA,88.17759421786269,NA
2021Q4,p,S08000024,NA,S308H,NA,NA,z,Learning Disability Grouping,d,162,NA,162,NA,1.7608695652173918,NA,1.7608695652173918,NA,100,NA
2021Q4,p,S08000024,NA,S08000024,d,NA,z,Learning Disability Grouping,d,4032,NA,3568,NA,43.82608695652175,NA,38.78260869565218,NA,88.4920634920635,NA
2016Q4,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,46633,NA,45270,NA,506.8804347826088,NA,492.0652173913045,NA,97.077177106341,NA
2016Q4,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,19704,NA,18091,NA,214.17391304347828,NA,196.64130434782615,NA,91.81384490458794,NA
2016Q4,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,42186,NA,39998,NA,458.5434782608697,NA,434.7608695652175,NA,94.81344521879298,NA
2016Q4,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,137932,NA,129237,NA,1499.260869565218,NA,1404.75,NA,93.69616912681612,NA
2017Q1,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,46873,NA,45877,NA,520.8111111111112,NA,509.7444444444446,NA,97.87510933799844,NA
2017Q1,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,20556,NA,19535,NA,228.4,NA,217.0555555555556,NA,95.03308036582992,NA
2017Q1,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,41930,NA,39836,NA,465.88888888888897,NA,442.62222222222226,NA,95.0059623181493,NA
2017Q1,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,138451,NA,130050,NA,1538.344444444445,NA,1445,NA,93.93214928025075,NA
2017Q2,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,46895,NA,45339,NA,515.3296703296704,NA,498.2307692307693,NA,96.6819490350784,NA
2017Q2,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,19831,NA,18442,NA,217.92307692307696,NA,202.6593406593407,NA,92.99581463365442,NA
2017Q2,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,41722,NA,39038,NA,458.4835164835166,NA,428.9890109890111,NA,93.56694309956376,NA
2017Q2,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,133476,NA,124381,NA,1466.7692307692312,NA,1366.8241758241763,NA,93.1860409361983,NA
2017Q3,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,46316,NA,44782,NA,503.4347826086957,NA,486.7608695652175,NA,96.68796960013816,NA
2017Q3,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,20195,NA,18631,NA,219.51086956521743,NA,202.51086956521743,NA,92.2555087893043,NA
2017Q3,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,42636,NA,39860,NA,463.4347826086957,NA,433.2608695652175,NA,93.48907026925605,NA
2017Q3,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,129251,NA,119814,NA,1404.902173913044,NA,1302.3260869565215,NA,92.6987025245453,NA
2017Q4,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,47262,NA,45424,NA,513.717391304348,NA,493.7391304347827,NA,96.111040582286,NA
2017Q4,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,21264,NA,19666,NA,231.13043478260877,NA,213.76086956521743,NA,92.48495109104591,NA
2017Q4,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,43111,NA,41219,NA,468.5978260869566,NA,448.0326086956523,NA,95.6113288951776,NA
2017Q4,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,128792,NA,119804,NA,1399.913043478261,NA,1302.217391304348,NA,93.02130567115974,NA
2018Q1,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,49025,NA,48127,NA,544.7222222222223,NA,534.7444444444445,NA,98.16828148903625,NA
2018Q1,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,22355,NA,21207,NA,248.38888888888891,NA,235.63333333333335,NA,94.86468351599196,NA
2018Q1,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,43907,NA,42461,NA,487.85555555555567,NA,471.788888888889,NA,96.7066754731592,NA
2018Q1,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,132148,NA,125119,NA,1468.3111111111116,NA,1390.2111111111114,NA,94.6809637678966,NA
2018Q2,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,48288,NA,47085,NA,530.6373626373628,NA,517.4175824175825,NA,97.50869781312127,NA
2018Q2,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,21373,NA,19605,NA,234.86813186813188,NA,215.43956043956047,NA,91.72788097131895,NA
2018Q2,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,42619,NA,40470,NA,468.3406593406594,NA,444.7252747252748,NA,94.95764799737208,NA
2018Q2,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,129139,NA,120302,NA,1419.1098901098903,NA,1322,NA,93.15698588342796,NA
2018Q3,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,46096,NA,44976,NA,501.0434782608697,NA,488.86956521739137,NA,97.5702880944117,NA
2018Q3,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,21172,NA,18941,NA,230.13043478260877,NA,205.88043478260877,NA,89.46249763839035,NA
2018Q3,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,42576,NA,40326,NA,462.7826086956523,NA,438.3260869565218,NA,94.71533258173622,NA
2018Q3,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,127483,NA,117287,NA,1385.684782608696,NA,1274.8586956521742,NA,92.00207086435056,NA
2018Q4,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,46153,NA,44518,NA,501.663043478261,NA,483.8913043478262,NA,96.45743505297598,NA
2018Q4,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,20737,NA,19137,NA,225.40217391304353,NA,208.01086956521743,NA,92.28432270820277,NA
2018Q4,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,43047,NA,40861,NA,467.9021739130436,NA,444.1413043478261,NA,94.92182962808091,NA
2018Q4,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,127113,NA,117438,NA,1381.663043478261,NA,1276.5,NA,92.38866205659534,NA
2019Q1,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,45517,NA,44323,NA,505.7444444444446,NA,492.4777777777778,NA,97.37680427093171,NA
2019Q1,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,21637,NA,19930,NA,240.41111111111115,NA,221.4444444444445,NA,92.11073623885017,NA
2019Q1,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,42982,NA,41268,NA,477.5777777777779,NA,458.5333333333334,NA,96.01228421199572,NA
2019Q1,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,127876,NA,119927,NA,1420.844444444445,NA,1332.5222222222224,NA,93.7838218273953,NA
2019Q2,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,44905,NA,42819,NA,493.46153846153857,NA,470.53846153846166,NA,95.35463756819956,NA
2019Q2,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,20826,NA,19080,NA,228.85714285714292,NA,209.67032967032972,NA,91.61624891961974,NA
2019Q2,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,43627,NA,40655,NA,479.4175824175825,NA,446.7582417582418,NA,93.18770486166824,NA
2019Q2,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,127082,NA,116332,NA,1396.5054945054949,NA,1278.3736263736266,NA,91.54089485529028,NA
2019Q3,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,45445,NA,42639,NA,493.9673913043478,NA,463.4673913043478,NA,93.82550335570473,NA
2019Q3,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,21421,NA,19935,NA,232.8369565217392,NA,216.6847826086957,NA,93.06288221838383,NA
2019Q3,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,43826,NA,39946,NA,476.36956521739137,NA,434.1956521739131,NA,91.14680783096792,NA
2019Q3,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,128319,NA,115279,NA,1394.771739130435,NA,1253.0326086956525,NA,89.83782604290872,NA
2019Q4,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,46167,NA,42288,NA,501.8152173913045,NA,459.6521739130436,NA,91.597894600039,NA
2019Q4,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,22719,NA,20991,NA,246.9456521739131,NA,228.1630434782609,NA,92.3940314274396,NA
2019Q4,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,44115,NA,41719,NA,479.5108695652175,NA,453.4673913043478,NA,94.56874079111417,NA
2019Q4,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,132570,NA,119827,NA,1440.9782608695657,NA,1302.467391304348,NA,90.38771969525531,NA
2020Q1,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,47301,NA,42131,NA,519.7912087912089,NA,462.97802197802207,NA,89.06999852011587,NA
2020Q1,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,22858,NA,20246,NA,251.18681318681325,NA,222.48351648351655,NA,88.57292851518069,NA
2020Q1,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,44388,NA,40713,NA,487.7802197802199,NA,447.3956043956045,NA,91.72073533387405,NA
2020Q1,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,135916,NA,119344,NA,1493.582417582418,NA,1311.4725274725276,NA,87.80717501986523,NA
2020Q2,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,44669,NA,25701,NA,490.868131868132,NA,282.4285714285715,NA,57.53654659831206,NA
2020Q2,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,20321,NA,12270,NA,223.30769230769235,NA,134.83516483516487,NA,60.380886767383515,NA
2020Q2,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,48713,NA,31139,NA,535.3076923076924,NA,342.18681318681325,NA,63.92338800730812,NA
2020Q2,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,134309,NA,83706,NA,1475.9230769230774,NA,919.846153846154,NA,62.32344816803045,NA
2020Q3,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,44529,NA,31119,NA,484.0108695652175,NA,338.25,NA,69.88479417907433,NA
2020Q3,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,21394,NA,16186,NA,232.54347826086965,NA,175.93478260869568,NA,75.65672618491168,NA
2020Q3,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,45246,NA,37837,NA,491.80434782608694,NA,411.27173913043487,NA,83.62507182955402,NA
2020Q3,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,132432,NA,101006,NA,1439.4782608695657,NA,1097.8913043478262,NA,76.27008577987195,NA
2020Q4,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,43698,NA,33390,NA,474.9782608695653,NA,362.9347826086957,NA,76.41081971714954,NA
2020Q4,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,22886,NA,18142,NA,248.76086956521743,NA,197.19565217391303,NA,79.27117014768855,NA
2020Q4,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,47047,NA,41537,NA,511.3804347826088,NA,451.4891304347827,NA,88.28830743724362,NA
2020Q4,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,137518,NA,111297,NA,1494.760869565218,NA,1209.75,NA,80.93267790398349,NA
2021Q1,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,44127,NA,34607,NA,490.3,NA,384.5222222222223,NA,78.42590704104065,NA
2021Q1,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,23107,NA,18360,NA,256.7444444444445,NA,204,NA,79.45644177089194,NA
2021Q1,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,46771,NA,41340,NA,519.6777777777779,NA,459.33333333333337,NA,88.38810373949671,NA
2021Q1,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,139167,NA,112960,NA,1546.3,NA,1255.1111111111113,NA,81.16866785947819,NA
2021Q2,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,42568,NA,35622,NA,467.7802197802199,NA,391.4505494505495,NA,83.68257846269499,NA
2021Q2,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,20641,NA,16892,NA,226.82417582417588,NA,185.6263736263737,NA,81.83712029455938,NA
2021Q2,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,45453,NA,41143,NA,499.4835164835166,NA,452.1208791208792,NA,90.51767760103846,NA
2021Q2,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,136206,NA,113902,NA,1496.7692307692312,NA,1251.67032967033,NA,83.62480360630224,NA
2021Q3,NA,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,44470,NA,38037,NA,483.36956521739137,NA,413.4456521739131,NA,85.53406791095122,NA
2021Q3,NA,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,21361,NA,17870,NA,232.1847826086957,NA,194.23913043478265,NA,83.65713215673424,NA
2021Q3,NA,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,47754,NA,44468,NA,519.0652173913045,NA,483.3478260869566,NA,93.11890103446834,NA
2021Q3,NA,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,140588,NA,120668,NA,1528.1304347826092,NA,1311.6086956521742,NA,85.83093862918602,NA
2021Q4,p,S08000024,NA,S116H,NA,NA,z,Medical Grouping,d,44781,NA,38458,NA,486.75,NA,418.02173913043487,NA,85.88017239454234,NA
2021Q4,p,S08000024,NA,S308H,NA,NA,z,Medical Grouping,d,23035,NA,19257,NA,250.38043478260877,NA,209.3152173913044,NA,83.59887128283049,NA
2021Q4,p,S08000024,NA,S314H,NA,NA,z,Medical Grouping,d,45519,NA,43200,NA,494.7717391304349,NA,469.5652173913045,NA,94.905424108614,NA
2021Q4,p,S08000024,NA,S08000024,d,NA,z,Medical Grouping,d,139539,NA,122015,NA,1516.7282608695657,NA,1326.25,NA,87.44150380897098,NA
2016Q4,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,1947,NA,1847,NA,21.163043478260875,NA,20.076086956521745,NA,94.86389316897794,NA
2016Q4,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2282,NA,2182,NA,24.804347826086968,NA,23.71739130434783,NA,95.61787905346188,NA
2017Q1,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,1682,NA,1611,NA,18.688888888888897,NA,17.9,NA,95.77883472057076,NA
2017Q1,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,1953,NA,1882,NA,21.7,NA,20.911111111111115,NA,96.36456733230928,NA
2017Q2,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,1438,NA,1349,NA,15.802197802197808,NA,14.824175824175828,NA,93.81084840055634,NA
2017Q2,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,1683,NA,1594,NA,18.494505494505496,NA,17.51648351648352,NA,94.71182412358884,NA
2017Q3,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,1647,NA,1559,NA,17.90217391304348,NA,16.945652173913047,NA,94.65695203400124,NA
2017Q3,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,1853,NA,1765,NA,20.141304347826093,NA,19.184782608695652,NA,95.25094441446304,NA
2017Q4,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,1642,NA,1528,NA,17.847826086956527,NA,16.608695652173918,NA,93.05724725943972,NA
2017Q4,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,1913,NA,1799,NA,20.793478260869573,NA,19.554347826086964,NA,94.0407736539467,NA
2018Q1,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,1717,NA,1649,NA,19.077777777777783,NA,18.32222222222223,NA,96.03960396039604,NA
2018Q1,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,1957,NA,1889,NA,21.74444444444445,NA,20.988888888888894,NA,96.52529381706697,NA
2018Q2,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,1795,NA,1682,NA,19.725274725274733,NA,18.483516483516485,NA,93.70473537604458,NA
2018Q2,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2080,NA,1967,NA,22.85714285714286,NA,21.61538461538462,NA,94.56730769230774,NA
2018Q3,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,1923,NA,1805,NA,20.902173913043484,NA,19.619565217391308,NA,93.863754550182,NA
2018Q3,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2224,NA,2106,NA,24.173913043478265,NA,22.891304347826093,NA,94.69424460431657,NA
2018Q4,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,2218,NA,2123,NA,24.10869565217392,NA,23.076086956521745,NA,95.71686203787198,NA
2018Q4,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2641,NA,2546,NA,28.706521739130444,NA,27.673913043478265,NA,96.40287769784172,NA
2019Q1,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,1922,NA,1792,NA,21.35555555555556,NA,19.91111111111111,NA,93.23621227887618,NA
2019Q1,NA,S08000024,NA,S308H,NA,AD,NA,Medical Oncology,NA,1,NA,1,NA,0.01111111111111111,NA,0.01111111111111111,NA,100,NA
2019Q1,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2273,NA,2143,NA,25.255555555555567,NA,23.811111111111114,NA,94.2806863176419,NA
2019Q2,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,2061,NA,1847,NA,22.648351648351653,NA,20.296703296703303,NA,89.6166909267346,NA
2019Q2,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2365,NA,2151,NA,25.989010989010993,NA,23.63736263736264,NA,90.95137420718818,NA
2019Q3,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,2310,NA,2192,NA,25.10869565217392,NA,23.826086956521745,NA,94.8917748917749,NA
2019Q3,NA,S08000024,NA,S308H,NA,AD,NA,Medical Oncology,NA,5,NA,5,NA,0.05434782608695653,NA,0.05434782608695653,NA,100,NA
2019Q3,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2667,NA,2549,NA,28.989130434782613,NA,27.706521739130444,NA,95.575553055868,NA
2019Q4,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,2260,NA,2145,NA,24.565217391304355,NA,23.315217391304355,NA,94.91150442477876,NA
2019Q4,NA,S08000024,NA,S308H,NA,AD,NA,Medical Oncology,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA
2019Q4,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2703,NA,2588,NA,29.3804347826087,NA,28.1304347826087,NA,95.74546799852016,NA
2020Q1,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,2064,NA,1872,NA,22.68131868131869,NA,20.571428571428577,NA,90.69767441860468,NA
2020Q1,NA,S08000024,NA,S308H,NA,AD,NA,Medical Oncology,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA
2020Q1,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2453,NA,2261,NA,26.956043956043967,NA,24.846153846153857,NA,92.17284957195274,NA
2020Q2,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,2480,NA,1591,NA,27.252747252747255,NA,17.483516483516485,NA,64.15322580645162,NA
2020Q2,NA,S08000024,NA,S308H,NA,AD,NA,Medical Oncology,NA,3,NA,3,NA,0.03296703296703298,NA,0.03296703296703298,NA,100,NA
2020Q2,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,2828,NA,1939,NA,31.076923076923087,NA,21.307692307692314,NA,68.56435643564357,NA
2020Q3,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,2706,NA,1920,NA,29.413043478260875,NA,20.869565217391308,NA,70.95343680709536,NA
2020Q3,NA,S08000024,NA,S308H,NA,AD,NA,Medical Oncology,NA,134,NA,134,NA,1.456521739130435,NA,1.456521739130435,NA,100,NA
2020Q3,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,3209,NA,2423,NA,34.8804347826087,NA,26.336956521739133,NA,75.5063882829542,NA
2020Q4,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,3309,NA,1848,NA,35.967391304347835,NA,20.086956521739133,NA,55.847688123300095,NA
2020Q4,NA,S08000024,NA,S308H,NA,AD,NA,Medical Oncology,NA,169,NA,169,NA,1.8369565217391308,NA,1.8369565217391308,NA,100,NA
2020Q4,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,3707,NA,2246,NA,40.29347826086956,NA,24.413043478260875,NA,60.5880766118155,NA
2021Q1,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,3897,NA,1945,NA,43.3,NA,21.61111111111111,NA,49.91018732358225,NA
2021Q1,NA,S08000024,NA,S308H,NA,AD,NA,Medical Oncology,NA,132,NA,132,NA,1.4666666666666668,NA,1.4666666666666668,NA,100,NA
2021Q1,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,4385,NA,2433,NA,48.72222222222223,NA,27.03333333333334,NA,55.48460661345497,NA
2021Q2,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,3818,NA,1971,NA,41.95604395604397,NA,21.659340659340664,NA,51.62388685175486,NA
2021Q2,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,4192,NA,2345,NA,46.06593406593409,NA,25.769230769230777,NA,55.939885496183216,NA
2021Q3,NA,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,4036,NA,2231,NA,43.86956521739131,NA,24.25,NA,55.2775024777007,NA
2021Q3,NA,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,4408,NA,2603,NA,47.913043478260875,NA,28.293478260869573,NA,59.051724137931046,NA
2021Q4,p,S08000024,NA,S116H,NA,AD,NA,Medical Oncology,NA,4222,NA,1972,NA,45.8913043478261,NA,21.434782608695652,NA,46.70772145902416,NA
2021Q4,p,S08000024,NA,S08000024,d,AD,NA,Medical Oncology,NA,4514,NA,2264,NA,49.06521739130436,NA,24.60869565217392,NA,50.15507310589279,NA
2016Q4,NA,S08000024,NA,S308H,NA,NA,z,Mental Health Grouping,d,7199,NA,5682,NA,78.25,NA,61.7608695652174,NA,78.92762883733853,NA
2016Q4,NA,S08000024,NA,S08000024,d,NA,z,Mental Health Grouping,d,59105,NA,51317,NA,642.4456521739131,NA,557.7934782608697,NA,86.823449792741755,NA
2017Q1,NA,S08000024,NA,S308H,NA,NA,z,Mental Health Grouping,d,7038,NA,5490,NA,78.2,NA,61,NA,78.00511508951408,NA
2017Q1,NA,S08000024,NA,S08000024,d,NA,z,Mental Health Grouping,d,57040,NA,49019,NA,633.7777777777779,NA,544.6555555555557,NA,85.93793828892007,NA
2017Q2,NA,S08000024,NA,S308H,NA,NA,z,Mental Health Grouping,d,7119,NA,5770,NA,78.23076923076924,NA,63.40659340659342,NA,81.05070936929346,NA
2017Q2,NA,S08000024,NA,S08000024,d,NA,z,Mental Health Grouping,d,57355,NA,49999,NA,630.2747252747254,NA,549.4395604395605,NA,87.17461424461688,NA
2017Q3,NA,S08000024,NA,S308H,NA,NA,z,Mental Health Grouping,d,7198,NA,5544,NA,78.23913043478262,NA,60.2608695652174,NA,77.02139483189777,NA
2017Q3,NA,S08000024,NA,S08000024,d,NA,z,Mental Health Grouping,d,58124,NA,48019,NA,631.7826086956522,NA,521.9456521739131,NA,82.61475466244582,NA
2017Q4,NA,S08000024,NA,S308H,NA,NA,z,Mental Health Grouping,d,7190,NA,5440,NA,78.1521739130435,NA,59.13043478260871,NA,75.66063977746872,NA
2017Q4,NA,S08000024,NA,S08000024,d,NA,z,Mental Health Grouping,d,56825,NA,48233,NA,617.663043478261,NA,524.2717391304349,NA,84.8798944126705,NA
2018Q1,NA,S08000024,NA,S308H,NA,NA,z,Mental Health Grouping,d,7023,NA,4875,NA,78.03333333333335,NA,54.16666666666667,NA,69.41478000854336,NA
2018Q1,NA,S08000024,NA,S08000024,d,NA,z,Mental Health Grouping,d,55786,NA,48077,NA,619.8444444444445,NA,534.188888888889,NA,86.18112071128958,NA
2018Q2,NA,S08000024,NA,S308H,NA,NA,z,Mental Health Grouping,d,7157,NA,5726,NA,78.64835164835166,NA,62.92307692307693,NA,80.00558893391087,NA
2018Q2,NA,S08000024,NA,S08000024,d,NA,z,Mental Health Grouping,d,55009,NA,47928,NA,604.4945054945056,NA,526.6813186813188,NA,87.12756094457272,NA
