month,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,date,quarter,prop_admission_to_same,prop_other_speciality,prop_residence,prop_transfer,prop_unknown
201703,S92000003,S08000022,H101H,Minor Injury Unit or Other,154,NA,z,154,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H103H,Emergency Department,627,627,NA,598,598,NA,182,NA,1,NA,441,NA,3,NA,0,NA,6,NA,0,NA,2017-03-01,1,0.2902711323763955,0.001594896331738437,0.7033492822966507,0.004784688995215311,0
201703,S92000003,S08000022,H106H,Minor Injury Unit or Other,45,NA,z,45,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H202H,Emergency Department,2806,2806,NA,2621,2621,NA,717,NA,1,NA,2077,NA,11,NA,0,NA,6,NA,0,NA,2017-03-01,1,0.25552387740555954,3.563791874554526e-4,0.740199572344975,0.003920171062009979,0
201703,S92000003,S08000022,H208H,Minor Injury Unit or Other,417,NA,z,417,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H210H,Minor Injury Unit or Other,72,NA,z,72,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H212H,Emergency Department,670,670,NA,651,651,NA,148,NA,1,NA,518,NA,3,NA,0,NA,0,NA,0,NA,2017-03-01,1,0.2208955223880597,0.0014925373134328358,0.7731343283582089,0.004477611940298508,0
201703,S92000003,S08000022,H214H,Minor Injury Unit or Other,366,NA,z,366,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H215H,Minor Injury Unit or Other,181,NA,z,181,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H217H,Minor Injury Unit or Other,45,NA,z,45,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H219H,Minor Injury Unit or Other,128,NA,z,128,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H224H,Minor Injury Unit or Other,343,NA,z,336,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H227B,Minor Injury Unit or Other,178,NA,z,178,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000022,H227H,Minor Injury Unit or Other,115,NA,z,114,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000032,L106H,Emergency Department,5896,5896,NA,5615,5615,NA,1920,NA,6,NA,3832,NA,93,NA,45,NA,7,NA,1,NA,2017-03-01,1,0.3256445047489824,0.0010176390773405698,0.649932157394844,0.015773405698778834,0.007632293080054274
201703,S92000003,S08000032,L206H,Minor Injury Unit or Other,55,NA,z,55,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000032,L207H,Minor Injury Unit or Other,79,NA,z,79,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000032,L302H,Emergency Department,5493,5493,NA,4842,4842,NA,1628,NA,5,NA,3773,NA,61,NA,26,NA,95,NA,13,NA,2017-03-01,1,0.2963772073548152,9.102494083378846e-4,0.6868742035317678,0.011105042781722191,0.004733296923357
201703,S92000003,S08000032,L308H,Emergency Department,5696,5696,NA,4913,4913,NA,1381,NA,8,NA,4122,NA,67,NA,118,NA,109,NA,25,NA,2017-03-01,1,0.24245084269662923,0.0014044943820224719,0.7236657303370787,0.011762640449438201,0.02071629213483146
201703,S92000003,S08000024,S108H,Minor Injury Unit or Other,147,NA,z,147,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000024,S116H,Minor Injury Unit or Other,3959,3959,NA,3688,3688,NA,1179,NA,0,NA,2768,NA,12,NA,0,NA,49,NA,14,NA,2017-03-01,1,0.2978024753725688,0,0.699166456175802,0.0030310684516291994,0
201703,S92000003,S08000024,S308H,Emergency Department,4759,4759,NA,4543,4543,NA,1012,NA,4,NA,3646,NA,97,NA,0,NA,6,NA,0,NA,2017-03-01,1,0.21264971632695945,8.405127127547804e-4,0.7661273376759824,0.020382433284303426,0
201703,S92000003,S08000024,S314H,Emergency Department,9959,9959,NA,9546,9546,NA,2700,NA,14,NA,7104,NA,141,NA,0,NA,66,NA,5,NA,2017-03-01,1,0.27111155738527964,0.0014057636308866352,0.7133246309870469,0.014158047996786827,0
201703,S92000003,S08000024,S319H,Emergency Department,4652,4652,NA,4547,4547,NA,535,NA,1,NA,4047,NA,69,NA,0,NA,0,NA,0,NA,2017-03-01,1,0.11500429922613929,2.1496130696474635e-4,0.8699484092863284,0.014832330180567498,0
201703,S92000003,S08000025,R103H,Emergency Department,477,477,NA,465,465,NA,117,NA,0,NA,355,NA,4,NA,1,NA,0,NA,0,NA,2017-03-01,1,0.24528301886792453,0,0.7442348008385744,0.008385744234800839,0.0020964360587002098
201703,S92000003,S08000026,Z102H,Emergency Department,591,591,NA,574,574,NA,151,NA,0,NA,429,NA,6,NA,5,NA,0,NA,0,NA,2017-03-01,1,0.25549915397631134,0,0.7258883248730964,0.01015228426395939,0.008460236886632826
201703,S92000003,S08000030,T101H,Emergency Department,3986,3986,NA,3934,3934,NA,1242,NA,13,NA,2456,NA,262,NA,13,NA,1,NA,0,NA,2017-03-01,1,0.31159056698444554,0.003261414952333166,0.616156547917712,0.06573005519317611,0.003261414952333166
201703,S92000003,S08000030,T202H,Emergency Department,2090,2090,NA,2024,2024,NA,420,NA,3,NA,1330,NA,315,NA,22,NA,2,NA,0,NA,2017-03-01,1,0.20095693779904306,0.0014354066985645933,0.6363636363636364,0.1507177033492823,0.010526315789473684
201703,S92000003,S08000030,T205H,Minor Injury Unit or Other,38,38,NA,38,38,NA,0,NA,0,NA,34,NA,4,NA,0,NA,0,NA,0,NA,2017-03-01,1,0,0,0.8947368421052632,0.10526315789473684,0
201703,S92000003,S08000030,T209H,Minor Injury Unit or Other,284,284,NA,280,280,NA,0,NA,0,NA,269,NA,15,NA,0,NA,0,NA,0,NA,2017-03-01,1,0,0,0.9471830985915493,0.0528169014084507,0
201703,S92000003,S08000030,T304H,Minor Injury Unit or Other,1102,1102,NA,1101,1101,NA,0,NA,1,NA,1006,NA,92,NA,3,NA,0,NA,0,NA,2017-03-01,1,0,9.074410163339383e-4,0.9128856624319419,0.08348457350272233,0.0027223230490018148
201703,S92000003,S08000030,T305H,Minor Injury Unit or Other,181,181,NA,181,181,NA,0,NA,0,NA,172,NA,9,NA,0,NA,0,NA,0,NA,2017-03-01,1,0,0,0.9502762430939227,0.049723756906077346,0
201703,S92000003,S08000030,T316H,Minor Injury Unit or Other,88,88,NA,88,88,NA,1,NA,0,NA,77,NA,8,NA,2,NA,0,NA,0,NA,2017-03-01,1,0.011363636363636364,0,0.875,0.09090909090909091,0.022727272727272728
201703,S92000003,S08000030,T319H,Minor Injury Unit or Other,545,545,NA,545,545,NA,0,NA,0,NA,515,NA,29,NA,1,NA,0,NA,0,NA,2017-03-01,1,0,0,0.944954128440367,0.05321100917431193,0.001834862385321101
201703,S92000003,S08000030,T320H,Minor Injury Unit or Other,164,164,NA,164,164,NA,0,NA,0,NA,153,NA,10,NA,1,NA,0,NA,0,NA,2017-03-01,1,0,0,0.9329268292682927,0.06097560975609756,0.006097560975609756
201703,S92000003,S08000030,T357C,Minor Injury Unit or Other,383,383,NA,383,383,NA,0,NA,0,NA,364,NA,16,NA,3,NA,0,NA,0,NA,2017-03-01,1,0,0,0.9503916449086162,0.04177545691906005,0.007832898172323759
201703,S92000003,S08000028,W106H,Minor Injury Unit or Other,35,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-03-01,1,NA,NA,NA,NA,NA
201703,S92000003,S08000028,W107H,Emergency Department,511,511,NA,506,506,NA,148,NA,1,NA,347,NA,5,NA,10,NA,0,NA,0,NA,2017-03-01,1,0.2896281800391389,0.0019569471624266144,0.6790606653620352,0.009784735812133072,0.019569471624266144
201703,S92000003,S08000028,W108H,Minor Injury Unit or Other,122,122,NA,122,122,NA,13,NA,0,NA,109,NA,0,NA,0,NA,0,NA,0,NA,2017-03-01,1,0.10655737704918032,0,0.8934426229508197,0,0
201704,S92000003,S08000015,A101H,Minor Injury Unit or Other,230,NA,z,224,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000015,A110H,Minor Injury Unit or Other,79,NA,z,79,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000015,A111H,Emergency Department,5797,5797,NA,5540,5540,NA,2088,NA,7,NA,3329,NA,140,NA,233,NA,20,NA,3,NA,2017-04-01,2,0.36018630326030704,0.0012075211316198034,0.5742625495946179,0.024150422632396067,0.04019320338105917
201704,S92000003,S08000015,A210H,Emergency Department,3850,3850,NA,3719,3719,NA,1369,NA,4,NA,2214,NA,135,NA,128,NA,10,NA,0,NA,2017-04-01,2,0.35558441558441556,0.001038961038961039,0.5750649350649351,0.03506493506493506,0.03324675324675325
201704,S92000003,S08000015,A216H,Minor Injury Unit or Other,84,NA,z,84,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000016,B103H,Minor Injury Unit or Other,8,NA,z,8,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000016,B105H,Minor Injury Unit or Other,68,NA,z,68,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000016,B114H,Minor Injury Unit or Other,6,NA,z,6,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000016,B118H,Minor Injury Unit or Other,39,NA,z,39,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000016,B120H,Emergency Department,2567,2567,NA,2395,2395,NA,844,NA,3,NA,1514,NA,191,NA,15,NA,7,NA,0,NA,2017-04-01,2,0.3287884690299961,0.001168679392286716,0.5897935333073627,0.07440592130892092,0.00584339696143358
201704,S92000003,S08000017,Y101H,Minor Injury Unit or Other,18,NA,z,18,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000017,Y106H,Minor Injury Unit or Other,32,NA,z,32,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000017,Y109H,Minor Injury Unit or Other,3,NA,z,3,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000017,Y110H,Minor Injury Unit or Other,13,13,NA,13,13,NA,0,NA,0,NA,13,NA,0,NA,0,NA,0,NA,0,NA,2017-04-01,2,0,0,1,0,0
201704,S92000003,S08000017,Y144H,Emergency Department,1028,1028,NA,980,980,NA,77,NA,0,NA,860,NA,64,NA,27,NA,2,NA,1,NA,2017-04-01,2,0.07490272373540856,0,0.8365758754863813,0.0622568093385214,0.026264591439688716
201704,S92000003,S08000017,Y146H,Emergency Department,3079,3079,NA,2870,2870,NA,1121,NA,4,NA,1816,NA,82,NA,56,NA,1,NA,0,NA,2017-04-01,2,0.3640792465086067,0.0012991230919129587,0.5898018837284833,0.026632023384215654,0.01818772328678142
201704,S92000003,S08000029,F704H,Emergency Department,5375,5375,NA,4852,4852,NA,1533,NA,20,NA,3623,NA,145,NA,54,NA,61,NA,10,NA,2017-04-01,2,0.2852093023255814,0.0037209302325581397,0.674046511627907,0.026976744186046512,0.010046511627906977
201704,S92000003,S08000029,F708H,Minor Injury Unit or Other,128,128,NA,128,128,NA,0,NA,0,NA,117,NA,8,NA,3,NA,0,NA,0,NA,2017-04-01,2,0,0,0.9140625,0.0625,0.0234375
201704,S92000003,S08000029,F709H,Minor Injury Unit or Other,225,NA,z,225,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000029,F805H,Minor Injury Unit or Other,1818,1818,NA,1817,1817,NA,24,NA,0,NA,1637,NA,135,NA,22,NA,1,NA,1,NA,2017-04-01,2,0.013201320132013201,0,0.9004400440044005,0.07425742574257425,0.0121012101210121
201704,S92000003,S08000019,V201H,Minor Injury Unit or Other,1438,1438,NA,1433,1433,NA,3,NA,0,NA,959,NA,83,NA,393,NA,0,NA,0,NA,2017-04-01,2,0.002086230876216968,0,0.6668984700973575,0.057719054242002785,0.2732962447844228
201704,S92000003,S08000019,V217H,Emergency Department,5476,5476,NA,4851,4851,NA,1535,NA,9,NA,3002,NA,106,NA,824,NA,11,NA,0,NA,2017-04-01,2,0.28031409788166545,0.001643535427319211,0.5482103725346968,0.01935719503287071,0.15047479912344777
201704,S92000003,S08000020,N101H,Emergency Department,4739,4739,NA,4393,4393,NA,1330,NA,15,NA,3017,NA,18,NA,359,NA,9,NA,0,NA,2017-04-01,2,0.28064992614475626,0.0031652247309558977,0.6366322008862629,0.0037982696771470775,0.07575437856087783
201704,S92000003,S08000020,N121H,Emergency Department,1262,1262,NA,1245,1245,NA,134,NA,0,NA,1038,NA,0,NA,90,NA,0,NA,0,NA,2017-04-01,2,0.10618066561014262,0,0.8225039619651348,0,0.07131537242472266
201704,S92000003,S08000020,N151H,Minor Injury Unit or Other,99,NA,z,99,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N331H,Minor Injury Unit or Other,9,NA,z,9,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N332H,Minor Injury Unit or Other,26,NA,z,26,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N333H,Minor Injury Unit or Other,1315,NA,z,1315,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N334H,Minor Injury Unit or Other,705,NA,z,703,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N335H,Minor Injury Unit or Other,233,NA,z,232,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N336H,Minor Injury Unit or Other,192,NA,z,192,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N337H,Minor Injury Unit or Other,260,NA,z,252,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N411H,Emergency Department,2071,2071,NA,2012,2012,NA,377,NA,3,NA,1643,NA,17,NA,31,NA,1,NA,1,NA,2017-04-01,2,0.18203766296475132,0.0014485755673587638,0.7933365523901497,0.008208594881699663,0.01496861419604056
201704,S92000003,S08000020,N431H,Minor Injury Unit or Other,55,NA,z,55,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N432H,Minor Injury Unit or Other,17,NA,z,17,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N433H,Minor Injury Unit or Other,88,NA,z,88,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N451H,Minor Injury Unit or Other,19,NA,z,19,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N494H,Minor Injury Unit or Other,96,NA,z,96,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000020,N683C,Minor Injury Unit or Other,24,NA,z,24,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000031,C206H,Minor Injury Unit or Other,1424,1424,NA,1380,1380,NA,203,NA,3,NA,1118,NA,90,NA,10,NA,0,NA,0,NA,2017-04-01,2,0.1425561797752809,0.002106741573033708,0.7851123595505618,0.06320224719101124,0.007022471910112359
201704,S92000003,S08000031,C313H,Emergency Department,2716,2716,NA,2543,2543,NA,671,NA,7,NA,1805,NA,38,NA,195,NA,4,NA,0,NA,2017-04-01,2,0.24705449189985274,0.002577319587628866,0.664580265095729,0.013991163475699559,0.07179675994108983
201704,S92000003,S08000031,C418H,Emergency Department,5575,5575,NA,5052,5052,NA,1646,NA,9,NA,3698,NA,103,NA,119,NA,29,NA,0,NA,2017-04-01,2,0.2952466367713005,0.0016143497757847534,0.6633183856502242,0.018475336322869955,0.021345291479820627
201704,S92000003,S08000031,G107H,Emergency Department,7707,7707,NA,6405,6405,NA,2280,NA,26,NA,4839,NA,167,NA,395,NA,61,NA,1,NA,2017-04-01,2,0.2958349552355002,0.0033735565070714935,0.6278707668353445,0.0216686129492669,0.05125210847281692
201704,S92000003,S08000031,G207H,Minor Injury Unit or Other,1714,1714,NA,1711,1711,NA,1,NA,0,NA,1569,NA,115,NA,29,NA,0,NA,0,NA,2017-04-01,2,5.834305717619603e-4,0,0.9154025670945157,0.06709451575262544,0.01691948658109685
201704,S92000003,S08000031,G306H,Minor Injury Unit or Other,2703,2703,NA,2703,2703,NA,0,NA,1,NA,2428,NA,230,NA,44,NA,0,NA,0,NA,2017-04-01,2,0,3.699593044765076e-4,0.8982611912689604,0.08509064002959675,0.016278209396966333
201704,S92000003,S08000031,G405H,Emergency Department,8233,8233,NA,6553,6553,NA,2514,NA,28,NA,5289,NA,97,NA,305,NA,117,NA,3,NA,2017-04-01,2,0.30535649216567473,0.003400947406777602,0.6424146726588121,0.011781853516336694,0.037046034252398885
201704,S92000003,S08000031,G513H,Emergency Department,4918,4918,NA,4889,4889,NA,807,NA,0,NA,4103,NA,2,NA,6,NA,0,NA,0,NA,2017-04-01,2,0.16409109394062626,0,0.8342822285481903,4.0666937779585197e-4,0.0012200081333875558
201704,S92000003,S08000022,C106H,Minor Injury Unit or Other,634,NA,z,634,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,C108H,Minor Injury Unit or Other,100,NA,z,100,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,C113H,Minor Injury Unit or Other,340,NA,z,337,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,C121H,Emergency Department,641,641,NA,629,629,NA,174,NA,0,NA,446,NA,21,NA,0,NA,3,NA,1,NA,2017-04-01,2,0.2714508580343214,0,0.6957878315132605,0.0327613104524181,0
201704,S92000003,S08000022,C122H,Minor Injury Unit or Other,460,NA,z,460,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H101H,Minor Injury Unit or Other,168,NA,z,168,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H103H,Emergency Department,558,558,NA,540,540,NA,169,NA,1,NA,385,NA,3,NA,0,NA,2,NA,1,NA,2017-04-01,2,0.30286738351254483,0.0017921146953405018,0.6899641577060932,0.005376344086021506,0
201704,S92000003,S08000022,H106H,Minor Injury Unit or Other,42,NA,z,42,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H202H,Emergency Department,2800,2800,NA,2595,2595,NA,737,NA,4,NA,2048,NA,11,NA,0,NA,7,NA,0,NA,2017-04-01,2,0.26321428571428573,0.0014285714285714286,0.7314285714285714,0.003928571428571429,0
201704,S92000003,S08000022,H208H,Minor Injury Unit or Other,414,NA,z,414,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H210H,Minor Injury Unit or Other,60,NA,z,60,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H212H,Emergency Department,751,751,NA,731,731,NA,118,NA,0,NA,626,NA,7,NA,0,NA,2,NA,0,NA,2017-04-01,2,0.15712383488681758,0,0.833555259653795,0.009320905459387484,0
201704,S92000003,S08000022,H214H,Minor Injury Unit or Other,364,NA,z,364,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H215H,Minor Injury Unit or Other,209,NA,z,209,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H217H,Minor Injury Unit or Other,9,NA,z,9,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H219H,Minor Injury Unit or Other,102,NA,z,102,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H224H,Minor Injury Unit or Other,388,NA,z,383,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H227B,Minor Injury Unit or Other,109,NA,z,109,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000022,H227H,Minor Injury Unit or Other,128,NA,z,128,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000032,L106H,Emergency Department,5695,5695,NA,5422,5422,NA,1795,NA,4,NA,3719,NA,125,NA,52,NA,5,NA,0,NA,2017-04-01,2,0.315188762071993,7.023705004389816e-4,0.6530289727831431,0.021949078138718173,0.009130816505706761
201704,S92000003,S08000032,L206H,Minor Injury Unit or Other,69,NA,z,69,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000032,L207H,Minor Injury Unit or Other,99,NA,z,99,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000032,L302H,Emergency Department,5293,5293,NA,4802,4802,NA,1487,NA,5,NA,3720,NA,61,NA,20,NA,87,NA,27,NA,2017-04-01,2,0.2809370867183072,9.446438692612885e-4,0.7028150387303986,0.01152465520498772,0.003778575477045154
201704,S92000003,S08000032,L308H,Emergency Department,5523,5523,NA,4939,4939,NA,1339,NA,12,NA,4041,NA,55,NA,76,NA,79,NA,16,NA,2017-04-01,2,0.24244070251674815,0.0021727322107550242,0.7316675719717545,0.009958355965960529,0.013760637334781821
201704,S92000003,S08000024,S108H,Minor Injury Unit or Other,157,NA,z,157,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-04-01,2,NA,NA,NA,NA,NA
201704,S92000003,S08000024,S116H,Minor Injury Unit or Other,3736,3736,NA,3417,3417,NA,1067,NA,0,NA,2642,NA,27,NA,0,NA,33,NA,7,NA,2017-04-01,2,0.28559957173447537,0,0.7071734475374732,0.007226980728051392,0
201704,S92000003,S08000024,S308H,Emergency Department,4560,4560,NA,4414,4414,NA,907,NA,2,NA,3558,NA,93,NA,0,NA,7,NA,0,NA,2017-04-01,2,0.19890350877192983,4.385964912280702e-4,0.7802631578947369,0.020394736842105264,0
201704,S92000003,S08000024,S314H,Emergency Department,9711,9711,NA,9189,9189,NA,2663,NA,18,NA,6863,NA,167,NA,0,NA,128,NA,27,NA,2017-04-01,2,0.27422510555040674,0.0018535681186283596,0.7067243332303573,0.017196993100607558,0
201704,S92000003,S08000024,S319H,Emergency Department,4132,4132,NA,4060,4060,NA,433,NA,0,NA,3534,NA,165,NA,0,NA,1,NA,0,NA,2017-04-01,2,0.1047918683446273,0,0.8552758954501453,0.03993223620522749,0
201704,S92000003,S08000025,R103H,Emergency Department,521,521,NA,497,497,NA,122,NA,0,NA,390,NA,6,NA,3,NA,0,NA,0,NA,2017-04-01,2,0.23416506717850288,0,0.7485604606525912,0.011516314779270634,0.005758157389635317
201704,S92000003,S08000026,Z102H,Emergency Department,619,619,NA,603,603,NA,146,NA,1,NA,460,NA,5,NA,7,NA,0,NA,0,NA,2017-04-01,2,0.2358642972536349,0.0016155088852988692,0.7431340872374798,0.008077544426494346,0.011308562197092083
201704,S92000003,S08000030,T101H,Emergency Department,4149,4149,NA,4071,4071,NA,1220,NA,7,NA,2653,NA,247,NA,22,NA,0,NA,0,NA,2017-04-01,2,0.2940467582550012,0.0016871535309713184,0.6394311882381297,0.05953241744998795,0.005302482525909858
201704,S92000003,S08000030,T202H,Emergency Department,2074,2074,NA,2019,2019,NA,355,NA,0,NA,1367,NA,338,NA,14,NA,1,NA,0,NA,2017-04-01,2,0.1711668273866924,0,0.659112825458052,0.16297010607521698,0.006750241080038573
